,smiles
311,CC1(C)CC1C(=O)NC(=CCCCCSCC(N)C(=O)O)C(=O)O
312,O=[N+]([O-])c1cnc(CO)n1CCO
313,Cc1nnc(C(=O)NC(C)(C)c2nc(C(=O)NCc3ccc(F)cc3)c(O)c(=O)n2C)o1
314,CC(C)(Oc1ccc(Cl)cc1)C(=O)O
315,O=c1[nH]c2cc(Cl)ccc2o1
316,CC1(C)C(C(=O)O)N2C(=O)CC2S1(=O)=O
317,Cc1nc(-c2ccc(OCC(C)C)c(C#N)c2)sc1C(=O)O
318,CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CSC12)c1csc(N)n1
319,NC(=O)c1cn(Cc2c(F)cccc2F)nn1
320,O=C1C(=O)c2ccccc2C(O)=C1C1CCC(c2ccc(Cl)cc2)CC1
321,CCC(CC)OC1C=C(C(=O)O)CC(N)C1NC(C)=O
322,O=C1Nc2ccc(Cl)cc2C(C#CC2CC2)(C(F)(F)F)O1
323,CC(NCCCc1cccc(C(F)(F)F)c1)c1cccc2ccccc12
324,CCCCN1CC(O)C(O)C(O)C1CO
325,CC(C)(Sc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1)Sc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1
326,CCC1(c2ccccc2)C(=O)NCNC1=O
327,CC(=O)NO
328,CCC(C)C(C)(COC(N)=O)COC(N)=O
329,O=C1C(CCS(=O)c2ccccc2)C(=O)N(c2ccccc2)N1c1ccccc1
330,CC(C(=O)O)c1cccc(Oc2ccccc2)c1
331,COC1C(OC(N)=O)C(O)C(Oc2ccc3c(O)c(NC(=O)c4ccc(O)c(CC=C(C)C)c4)c(=O)oc3c2C)OC1(C)C
332,C=CC1CN2CCC1CC2C(O)c1ccnc2ccc(OC)cc12
333,Nc1nc(=O)c2ncn(COC(CO)CO)c2[nH]1
334,Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O
335,NS(=O)(=O)Cc1noc2ccccc12
336,CCS(=O)(=O)CCn1c([N+](=O)[O-])cnc1C
337,NC(=O)OCC(COC(N)=O)c1ccccc1
338,CC(=O)c1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1
339,NS(=O)(=O)c1cc(Cl)c(Cl)c(S(N)(=O)=O)c1
340,Cc1cn[nH]c1
341,Cc1oncc1C(=O)Nc1ccc(C(F)(F)F)cc1
342,CCCN(CCC)S(=O)(=O)c1ccc(C(=O)O)cc1
343,NC(=O)c1cnccn1
344,NCC(CC(=O)O)c1ccc(Cl)cc1
345,CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1
346,O=C(O)c1cnccn1
347,CCCC(CCC)C(=O)O
348,Cn1c(=O)c2[nH]cnc2n(C)c1=O
349,CC1OC1P(=O)(O)O
350,NCC1CCC(C(=O)O)CC1
351,C1CNCCN1
352,CC(=O)OCC1OC(S)C(OC(C)=O)C(OC(C)=O)C1OC(C)=O.CCP(CC)CC.[Au+]
353,CN(C)CCCN1c2ccccc2Sc2ccc(C(F)(F)F)cc21
354,O=C1CC2(CCCC2)C(O)C(=O)N1CCCCN1CCN(c2ncccn2)CC1
355,CC(N=C(NC#N)Nc1ccncc1)C(C)(C)C
356,CCN(CC)C(=S)S
357,NC12CC3CC(CC(C3)C1)C2
358,C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C
359,O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1
360,CN1C(=O)CC(c2ccccc2)C1=O
361,CC(OC1OCCN(Cc2nc(=O)[nH][nH]2)C1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1
362,O=C(O)P(=O)(O)O
363,NC(N)=NCC1COC2(CCCCC2)O1
364,c1cnc2cc3c(cc2n1)C1CNCC3C1
365,Nc1ccn(C2CCC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O2)c(=O)n1
366,Cc1cc(C=Cc2ccc3cc(N(C)C)ccc3[n+]2C)c(C)n1-c1ccccc1
367,CC(=O)NCCCS(=O)(=O)O
368,NC(N)=NC(=O)Cc1c(Cl)cccc1Cl
369,CCC(C(N)=O)N1CCCC1=O
370,NC(Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)O
371,NCCC(O)(P(=O)(O)O)P(=O)(O)O
372,CCCCCCCCCCCC(CC1OC(=O)C1CCCCCC)OC(=O)C(CC(C)C)NC=O
373,Cc1ccc(-n2[nH]c(C)c(NN=C3C=CC=C(c4cccc(C(=O)O)c4)C3=O)c2=O)cc1C
374,CCC(C)C1OC2(CCC1C)CC1CC(CC=C(C)C(OC3CC(OC)C(OC4CC(OC)C(O)C(C)O4)C(C)O3)C(C)C=CC=C3COC4C(O)C(C)=CC(C(=O)O1)C34O)O2
375,CC12CCC3C(CCC4=CC(=O)C=CC43C)C1CCC(=O)O2
376,O=C1c2cccc3c2C(CCC3)CN1C1CN2CCC1CC2
377,NC(CCC(=O)NC(CSN=O)C(=O)NCC(=O)O)C(=O)O
378,C[N+]1(CCCCC[N+]2(C)CCCC2)CCCC1
379,CCCCCCC(C)(C)c1cc(O)c2c(c1)OC(C)(C)C1CCC(=O)CC21
380,COc1ccc2c(c1)C13CCCCC1C(C2)N(C)CC3
381,NC(Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O
385,COc1cc(C2c3cc4c(cc3C(OC3OC5COC(C)OC5C(O)C3O)C3COC(=O)C23)OCO4)cc(OC)c1O
386,CCC1=CC2CN(C1)Cc1c([nH]c3ccccc13)C(C(=O)OC)(c1cc3c(cc1OC)N(C)C1C(O)(C(=O)OC)C(OC(C)=O)C4(CC)C=CCN5CCC31C54)C2
387,Nc1nc(=O)c2c(CCc3ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc3)c[nH]c2[nH]1
388,O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12
390,O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1F
392,Nc1ncn(C2OC(CO)C(O)C2O)c(=O)n1
393,Nc1nc(Cl)nc2c1ncn2C1CC(O)C(CO)O1
394,Nc1nc(F)nc2c1ncn2C1OC(CO)C(O)C1O
395,COC1CC2CCC(C)C(O)(O2)C(=O)C(=O)N2CCCCC2C(=O)OC(C(C)CC2CCC(O)C(OC)C2)CC(=O)C(C)C=C(C)C(O)C(OC)C(=O)C(C)CC(C)C=CC=CC=C1C
397,Nc1nc(Cl)nc2c1ncn2C1OC(CO)C(O)C1F
398,Nc1ccn(C2OC(CO)C(O)C2(F)F)c(=O)n1
399,COc1nc(N)nc2c1ncn2C1OC(CO)C(O)C1O
400,CCCCCOC(=O)Nc1nc(=O)n(C2OC(C)C(O)C2O)cc1F
401,COC1CC2CCC(C)C(O)(O2)C(=O)C(=O)N2CCCCC2C(=O)OC(C(C)CC2CCC(OCCO)C(OC)C2)CC(=O)C(C)C=C(C)C(O)C(OC)C(=O)C(C)CC(C)C=CC=CC=C1C
402,CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C)C3C(O)(C(=O)OC)C(OC(C)=O)C5(CC)C=CCN6CCC43C65)C2)C1
403,CCCCC(=O)OCC(=O)C1(O)Cc2c(O)c3c(c(O)c2C(OC2CC(NC(=O)C(F)(F)F)C(O)C(C)O2)C1)C(=O)c1c(OC)cccc1C3=O
405,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1
406,CN(N=O)C(=O)NC(C=O)C(O)C(O)C(O)CO
407,Nc1ncn(C2CC(O)C(CO)O2)c(=O)n1
408,OCC1OC(n2cnc3c2NC=NCC3O)CC1O
409,NC1CCCCC1N.[Pt+4]
410,CC12CCC3c4ccc(OC(=O)N(CCCl)CCCl)cc4CCC3C1CCC2OP(=O)(O)O
411,CC(=O)C1(O)Cc2c(O)c3c(c(O)c2C(OC2CC(N)C(O)C(C)O2)C1)C(=O)c1ccccc1C3=O
413,C=C1CC2CCC34CC5OC6C(OC7CCC(CC(=O)CC8C(CC9OC(CCC1O2)CC(C)C9=C)OC(CC(O)CN)C8OC)OC7C6O3)C5O4
415,Cl[Pt+2]Cl
416,Cc1cc2c(C(C)C)c(O)c(O)c(C=O)c2c(O)c1-c1c(C)cc2c(C(C)C)c(O)c(O)c(C=O)c2c1O
417,Cc1cc2c(C(C)C)c(O)c(O)c(C=O)c2c(O)c1-c1c(C)cc2c(C(C)C)c(O)c(O)c(C=O)c2c1O
418,COc1cc(C2Oc3cc(C4Oc5cc(O)cc(O)c5C(=O)C4O)ccc3OC2CO)ccc1O
419,COc1cc(C2Oc3cc(C4Oc5cc(O)cc(O)c5C(=O)C4O)ccc3OC2CO)ccc1O
420,COc1ccccc1OCC(O)CN1CCN(CC(=O)Nc2c(C)cccc2C)CC1
423,Cc1cc(Nc2ncnc3ccc(-c4ccc(CNCCS(C)(=O)=O)o4)cc23)ccc1Oc1ccn2ncnc2c1
424,CC(=NNC(=S)N1CCC1)c1ccccn1
425,NC(Cc1c[nH]c2ccc(O)cc12)C(=O)O
426,O=C(O)c1ccccc1
427,O=C(O)CCCCC1SCC2NC(=O)NC21
428,O=c1ccc2ccccc2o1
429,CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1
430,NCCCCCC(=O)O
431,COc1ccc2[nH]cc(CCNC(C)=O)c2c1
432,CC(=O)Nc1ccccc1
433,O=C1CC(c2ccc(O)cc2)Oc2cc(O)cc(O)c21
434,NC(=O)c1cccnc1
435,O=C(O)c1cccnc1
436,O=C(O)c1cc(=O)[nH]c(=O)[nH]1
437,O=c1cc[nH]c(=O)[nH]1
438,COc1cc(C=O)ccc1O
439,Cc1ccc(-c2nn(C(C)(C)C)c3ncnc(N)c23)cc1
440,CCN(CC)CCCCNc1ncc2cc(-c3cc(OC)cc(OC)c3)c(NC(=O)NC(C)(C)C)nc2n1
441,NC(=O)c1cccc(N)c1
442,Cn1cnc(N)c2ncnc1-2
443,Cc1cc(O)ccc1Cl
444,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1
445,COc1ccc2c(c1)c(CC(=O)OCC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1
446,CC(=O)Nc1cc([As](=O)(O)O)ccc1O
447,Nc1nc(=O)c2ncn(COCCO)c2[nH]1
448,CC(C)(C)c1cc(C=C(C#N)C#N)cc(Br)c1O
449,COc1cc2ncc(-c3ccccc3)nc2cc1OC
450,COc1cc2ncnc(Nc3cccc(Cl)c3)c2cc1OC
451,N#CC(C#N)=Cc1ccc(O)c(O)c1
452,Cc1c(C(=O)NN2CCCCC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(I)cc1
453,CCC1(c2ccc(N)cc2)CCC(=O)NC1=O
454,Nc1ccc(C(=O)NCC(=O)O)cc1
455,Nc1nccs1
456,CCN1CCCC1CNC(=O)c1cc(S(=O)(=O)CC)c(N)cc1OC
457,CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)C1c1ccccc1Cl
458,CCOC(=O)OC(C)OC1=C(C(=O)Nc2ccccn2)N(C)S(=O)(=O)c2ccccc21
459,COc1ccc(C(=O)N2CCCC2=O)cc1
460,Cc1cc(=O)n(-c2ccccc2)n1C
461,COc1cc(C(C)=O)ccc1O
462,COC(=O)C1=CCCN(C)C1
463,CC(=O)Oc1ccccc1C(=O)O
464,Cn1cnc([N+](=O)[O-])c1Sc1ncnc2nc[nH]c12
465,CCC1(C)CC(=O)NC(=O)C1
466,NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NC(Cc1ccccc1)NS2(=O)=O
467,CCc1oc2ccccc2c1C(=O)c1cc(Br)c(O)c(Br)c1
468,CCOC(=O)c1ccc(N)cc1
469,COc1c2ccoc2cc2oc(=O)ccc12
470,CC(C)NCC(O)COc1ccc(CCOCC2CC2)cc1
471,CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1
472,c1ccc(-c2ccc(C(c3ccccc3)n3ccnc3)cc2)cc1
473,CC(=O)Oc1ccc(C(c2ccc(OC(C)=O)cc2)c2ccccn2)cc1
474,COc1ccc2c(c1)c(CC(=O)N1CCOCC1)c(C)n2C(=O)c1ccc(Cl)cc1
475,CN1CCC(c2c[nH]c3ccc(O)cc23)CC1
476,Oc1c(Br)cc(Br)c2cccnc12
477,CCCCOc1ccc(CC(=O)NO)cc1
478,CCOc1nc2cccc(C(=O)OC(C)OC(=O)OC3CCCCC3)c2n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1
479,CCOc1nc2cccc(C(=O)O)c2n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1
480,NC(=O)N1c2ccccc2C=Cc2ccccc21
481,CCCCCCNC(=O)n1cc(F)c(=O)[nH]c1=O
482,CC(C(=O)O)c1ccc2c(c1)[nH]c1ccc(Cl)cc12
483,COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12
484,CCCCCCCCCCCCCCCCO
485,CN1C(=O)CCS(=O)(=O)C1c1ccc(Cl)cc1
486,NS(=O)(=O)c1cc2c(cc1Cl)NC=NS2(=O)=O
487,Oc1c(Cl)cc(Cl)c2cccnc12
488,CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1
489,O=C(O)c1cc(=O)c2ccccc2o1
490,CC(=O)Nc1ccc(C(=O)Nc2ccccc2N)cc1
491,Cc1cc(C2CCCCC2)n(O)c(=O)c1
492,O=C1CCc2cc(OCCCCc3nnnn3C3CCCCC3)ccc2N1
493,CN=C(NC#N)NCCSCc1nc[nH]c1C
494,CCn1nc(C(=O)O)c(=O)c2cc3c(cc21)OCO3
495,CC(C)(Oc1ccc(C2CC2(Cl)Cl)cc1)C(=O)O
496,CCC(C)(Oc1ccc(C2(c3ccc(OC(C)(CC)C(=O)O)cc3)CCCCC2)cc1)C(=O)O
497,CC(C)N=c1cc2n(-c3ccc(Cl)cc3)c3ccccc3nc-2cc1Nc1ccc(Cl)cc1
498,Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1
499,CN1CCN(C2=c3ccccc3=Nc3ccc(Cl)cc3N2)CC1
500,CC1CC(OC(=O)C(O)c2ccccc2)CC(C)(C)C1
501,c1ccc2c(c1)sc1ccccc12
502,O=c1[nH]c2ccccc2n1CCCN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1
503,O=C(CCCN1CC=C(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1
504,OCC(O)CN1CCN(c2ccccc2)CC1
505,Cn1c(=O)c2c(ncn2CC(O)CO)n(C)c1=O
506,CC(C)(C)c1ccc(C(=O)CCCN2CCC(OC(c3ccccc3)c3ccccc3)CC2)cc1
507,CCCCCCCCCCCC1=C(O)C(=O)C=C(O)C1=O
508,Cc1cc(O)c2c(c1)C(=O)c1cc(O)cc(O)c1C2=O
509,CCc1cccc2c3c([nH]c12)C(CC)(CC(=O)O)OCC3
510,CC(=O)OCC(CCn1cnc2cnc(N)nc21)COC(C)=O
511,CC(C)c1c(CN(C)C(C)Cc2ccccc2)n(C)n(-c2ccccc2)c1=O
512,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl
513,COC(=O)Nc1nc2ccc(Sc3ccccc3)cc2[nH]1
514,CC(C)OC(=O)C(C)(C)Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1
515,CCC(=O)c1c(O)cc(O)cc1O
516,OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F
517,Nc1[nH]c(=O)ncc1F
518,O=C(O)c1ccccc1Nc1cccc(C(F)(F)F)c1
519,CC1CCc2cc(F)cc3c(=O)c(C(=O)O)cn1c23
520,CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1
521,NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl
522,Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1
523,O=C(OCC(O)CO)c1ccccc1Nc1ccnc2cc(Cl)ccc12
524,Cc1ccc(S(=O)(=O)NC(=O)NN2CC3CCCC3C2)cc1
525,CCC1=C(C)CN(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCC(C)CC3)cc2)C1=O
526,Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc2)cn1
527,COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1
528,COc1ccc2c(c1)c(C1=C(c3c[nH]c4ccccc34)C(=O)NC1=O)cn2CCCN(C)C
529,COc1ccccc1OCC(O)CO
530,CCOC(=O)C1=C(N)Oc2ccc(Br)cc2C1C(C#N)C(=O)OCC
531,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1
532,CCC(c1ccc(O)cc1)C(CC)c1ccc(O)cc1
533,NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O
534,CC(C)Cc1ccc(C(C)C(=O)O)cc1
535,CCN(CC)CC(=O)Nc1c(C)cccc1C
536,COC1=C(OC)C(=O)C(CCCCCCCCCCO)=C(C)C1=O
537,CC1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1
538,OCc1c[nH]c2ccccc12
539,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1
540,CC(C)Oc1ccc2c(=O)c(-c3ccccc3)coc2c1
541,CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1
542,Nc1nc(N)nc(-c2cc(Cl)ccc2Cl)n1
543,COC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc2nonc12
544,COc1cc2ncnc(Nc3ccc(O)c(Br)c3)c2cc1OC
545,O=C(c1ccc(F)cc1)C1CCN(CCn2c(=O)[nH]c3ccccc3c2=O)CC1
546,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1
547,O=C(c1ccccc1)c1ccc2n1CCC2C(=O)O
548,c1coc(CNc2ncnc3nc[nH]c23)c1
549,CC1(C)CCC2=C(O1)c1ccccc1C(=O)C2=O
550,CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1
551,O=c1cc(N2CCOCC2)oc2c(-c3ccccc3)cccc12
552,CN(C)c1ccc(C(=O)NCCCCCCC(=O)NO)cc1
553,CC(C)OC(=O)C(C(=O)OC(C)C)=C1SC=CS1
554,COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN2CCN(C(c3ccccc3)c3ccccc3)CC2)C1c1cccc([N+](=O)[O-])c1
555,CC1=NN(c2ccccc2)C(=O)C1
556,Cc1cccc(Nc2ccccc2C(=O)O)c1C
557,CC1=CC(=O)c2ccccc2C1=O
558,CC(=O)N=c1sc(S(N)(=O)=O)nn1C
559,C1N2CN3CN1CN(C2)C3
560,COc1ccccc1OCC(O)COC(N)=O
561,COC(=O)Nc1nc2ccc(C(=O)c3cccs3)cc2[nH]1
562,Cc1cc2c(cc1S(N)(=O)=O)S(=O)(=O)CCC2
563,Cc1ccccc1N1C(=O)c2cc(S(N)(=O)=O)c(Cl)cc2NC1C
564,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1
565,CN1CCN2c3ncccc3Cc3ccccc3C2C1
566,O=C(NCCN1CCOCC1)c1ccc(Cl)cc1
567,Nc1ccccc1NC(=O)c1ccc(CNC(=O)OCc2cccnc2)cc1
568,COc1ccc2cc(CCC(C)=O)ccc2c1
569,CC1CCc2c(N3CCC(O)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23
570,COc1ccccc1N1CCN(CC(O)COc2cccc3ccccc23)CC1
571,CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21
572,CNS(=O)(=O)CCc1ccc2[nH]cc(C3CCN(C)CC3)c2c1
573,Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1
574,O=C(CCNNC(=O)c1ccncc1)NCc1ccccc1
575,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-]
576,Cc1c(NC(=O)c2cccnc2)c(=O)n(-c2ccccc2)n1C
577,O=C(O)c1cccnc1Nc1cccc(C(F)(F)F)c1
578,COC(=O)C1=C(C#N)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1
579,CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1Oc1ccccc1
580,COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1
581,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc([N+](=O)[O-])c1
582,Cc1cc2c(s1)=Nc1ccccc1NC=2N1CCN(C)CC1
583,COc1ccc2nc(S(=O)Cc3ncc(C)c(OC)c3C)[nH]c2c1
584,O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1
585,CN(C(=O)CN(CCO)CC(=O)N(C)C(C)(C)Cc1ccccc1)C(C)(C)Cc1ccccc1
586,CCCOc1ccc2nc(NC(=O)OC)[nH]c2c1
587,C=CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1
588,COc1cccc(-c2cc(=O)c3ccccc3o2)c1N
589,Nc1nc(=O)c2ncn(CCC(CO)CO)c2[nH]1
590,O=C1c2ccccc2C(=O)C1c1ccccc1
591,CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O
592,O=S(=O)(F)Cc1ccccc1
593,O=C(CCc1ccc(O)cc1)c1c(O)cc(O)cc1O
594,COc1nc(C)nc(Cl)c1NC1=NCCN1
595,COc1ccc(-c2nc3ccc(C4=NNC(=O)CC4C)cc3[nH]2)cc1
596,CCc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1
597,NC(=O)CN1CCCC1=O
598,CCn1cc(C(=O)O)c(=O)c2cnc(N3CCCC3)nc21
599,CN(C)CC(=O)Nc1ccc2[nH]c(=O)c3ccccc3c2c1
601,CC(C)(C)n1nc(-c2ccc(Cl)cc2)c2c(N)ncnc21
602,O=C(Nc1cccc2c(=O)cc(-c3nn[nH]n3)oc12)c1ccc(OCCCCc2ccccc2)cc1
603,CC(C(=O)O)c1ccc2c(c1)Cc1cccnc1O2
604,CCCNC(C)C(=O)Nc1ccccc1C
605,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1
606,O=C(NC(Cc1cc(=O)[nH]c2ccccc12)C(=O)O)c1ccc(Cl)cc1
607,CC(N)C12CC3CC(CC(C3)C1)C2
608,CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1
609,COc1ccc(C2CNC(=O)C2)cc1OC1CCCC1
610,Cn1c([N+](=O)[O-])cnc1COC(N)=O
611,Cc1cn(C2C=CC(CO)O2)c(=O)[nH]c1=O
612,O=C(Oc1ccccc1C(=O)O)c1ccccc1O
613,O=C(CCCCCN1C(=O)c2cccc3cccc(c23)C1=O)NO
614,Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1
615,CC(C)NCC(O)c1ccc(NS(C)(=O)=O)cc1
616,O=C(O)CCCc1ccccc1
617,COc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(OC)n1
618,NC(N)=NS(=O)(=O)c1ccc(N)cc1
619,Cc1ccnc(NS(=O)(=O)c2ccc(N)cc2)n1
620,Cc1cc(C)nc(NS(=O)(=O)c2ccc(N)cc2)n1
621,Cc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1
622,Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1
623,COc1ccc(NS(=O)(=O)c2ccc(N)cc2)nn1
624,Nc1ccc(S(N)(=O)=O)cc1
625,Nc1ccc(S(=O)(=O)Nc2ccccn2)cc1
626,Nc1ccc(S(=O)(=O)Nc2nccs2)cc1
627,Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C
628,CC(C(=O)O)c1ccc(C(=O)c2cccs2)cc1
629,COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12
630,CCOC(=O)c1ccc(C#Cc2ccc3c(c2)C(C)(C)CCS3)nc1
631,O=c1[nH]c(=O)n(C2CCCO2)cc1F
632,CC(C)(C)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1
633,Cn1cnc2c1c(=O)[nH]c(=O)n2C
634,Clc1ccc(C(Cn2ccnc2)OCc2ccsc2Cl)c(Cl)c1
635,CC(S)C(=O)NCC(=O)O
636,CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1
637,Cc1cccc(N(C)C(=S)Oc2ccc3ccccc3c2)c1
638,NS(=O)(=O)c1cc2c(cc1Cl)NC(C(Cl)Cl)NS2(=O)=O
639,CCN(Cc1ccncc1)C(=O)C(CO)c1ccccc1
640,COc1cc(C(=O)NC2CCCNC2)cc(OC)c1OC
641,CC(C)(C)c1cc(C=C(C#N)C#N)cc(C(C)(C)C)c1O
642,COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1
643,Cc1cccc(Nc2cc(Cl)nc(SCC(=O)O)n2)c1C
644,CC(C(=O)O)c1ccc2c(c1)CC(=O)c1ccccc1S2
645,Cc1ccc(NC(=O)c2cccc(N(C)C)c2)cc1NC(=O)c1ccc(O)cc1
647,CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(=O)CC21C
648,CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO
649,CC12CCC3c4ccc(O)cc4CCC3C1CC(O)C2O
650,CC12CCC3c4ccc(O)cc4CCC3C1CCC2O
651,CCN(CC)CCOC(=O)C(c1ccccc1)c1ccccc1
652,COC(=O)C1C2CC3c4[nH]c5cc(OC)ccc5c4CCN3CC2CC(OC(=O)c2cc(OC)c(OC)c(OC)c2)C1OC
653,OCC(O)C(O)C(O)C(O)CO
654,CCN(CC)CCOC(=O)c1ccc(N)cc1
655,O=C(O)Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1
656,CC(C)NCC(O)c1ccc(O)c(O)c1
657,CNCC(O)c1ccc(O)c(O)c1
658,NCCc1cnc[nH]1
659,NC(Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O
660,CC12C=CC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO
661,CC12CCC3c4ccc(O)cc4CCC3C1CCC2=O
662,CC12CCC3C(CC=C4CC(O)CCC43C)C1CCC2=O
663,O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1I
664,CCC1C(=O)OCC1Cc1cncn1C
665,O=C(NC(CO)C(O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl
666,C[N+](C)(C)CC(O)CC(=O)O
667,CCCCCCCCCCCCCCCC[N+](C)(C)C
668,CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C=O)C3C(O)(C(=O)OC)C(OC(C)=O)C5(CC)C=CCN6CCC43C65)C2)C1
669,CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C
670,Cc1c(N(C)C)c(=O)n(-c2ccccc2)n1C
671,Cc1ncc(CO)c(CO)c1O
672,O=c1nc[nH]c2c1ncn2C1OC(CO)C(O)C1O
673,O=c1ccn(C2OC(CO)C(O)C2O)c(=O)[nH]1
674,c1ccc(CC2=NCCN2)cc1
675,CC(=O)OCC[N+](C)(C)C
